タイトル,ふりがな,分類,現市町村,伝承地,キーワード,話者,採集者,引用,著者,論文名,著者・編者,文献名,出版社,和暦,西暦,リンク,県図書,デジコレ,備考
やんぼ下の火玉,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
黒坂観音堂の仁王さま,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
霧島山の狐,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
湧池の横槌蛇,,,宮崎市,清武町,蛇、,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
くぐり窓の大蛇,,,宮崎市,清武町,蛇、,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
天狗の住み家,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
堂の下の河童,,,宮崎市,清武町,河童、,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
いぼ取り地蔵,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
年神さまは咳の神,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
椿さまは歯の神様,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
身投げの井戸,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
山の神の化身,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
楠の木のたき火,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
浦田の難田,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
昔の木原小学校,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
昔の黒坂小学校,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
永山の庚申塔,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
永山のいぼの神さま,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
角上の地蔵さま,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
とどろ滝の大蛇,,,宮崎市,清武町,蛇、,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
池どんの塚,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
角上のきつね,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
比江ヶ久保の大萩,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
七つ山の天狗松,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
丸目の庄屋水路,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
丸目をたたえる歌,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
丸目の乳岩さま,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
乳岩さまの狐,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
上今泉の飛び岩,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
水無川と大根,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
水無川の白狐,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
岡の岩涼の水,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
昔の今泉小学校,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
谷ノ口の大蛇,,,宮崎市,清武町,蛇、,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
大久保の製鉄所,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
袈裟太郎のなんこ,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
沓掛で紙作り,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
昔の沓掛小学校,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
尾平の椎の木,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
黒北の大将軍さま,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
病気を治す神木,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
黒北の源左渕,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
黒北の牧場の跡,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
庵屋の河童,,,宮崎市,清武町,河童、,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
庵屋の大蛇,,,宮崎市,清武町,蛇、,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
内山寺の観音様,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
炎尾神社のおためしつぼ,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
庵屋のかわら屋根,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
銀代のきつね,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
船引のきつね,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
修験者ときつね,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
和尚さんと小僧,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
ろく太郎の留守番,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
消えた船引の川原町,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
船引の大蛇,,,宮崎市,清武町,蛇、,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
船引の滑川温泉,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
船引の郷倉跡,,,宮崎市,清武町,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
,,,,,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
,,,,,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
,,,,,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
,,,,,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
,,,,,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
,,,,,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
,,,,,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
,,,,,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
,,,,,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
,,,,,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
,,,,,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
,,,,,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
,,,,,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
,,,,,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
,,,,,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
,,,,,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
,,,,,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
,,,,,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
,,,,,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
,,,,,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
,,,,,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
,,,,,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
,,,,,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
,,,,,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
,,,,,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
,,,,,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
,,,,,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
,,,,,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
,,,,,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
,,,,,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
,,,,,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
,,,,,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
,,,,,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
,,,,,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
,,,,,,,,,,,,清武に伝わる民話と風俗,清武町教育委員会,昭和61年,1986,,,,
,,,,,,,,,,,,わたしたちの北郷町 昭和６２年版        社会科副読本,北郷町教育委員会,,1987,,,,
,,,,,,,,,,,入佐一俊,西小林のことわざ,入佐一俊,昭和62,1987,,,,
,,,,,,,,,,,矢口裕康,宮崎のおどけ者,鉱脈社,昭和62,1987,,,,
,,,,,,,,,,,矢口裕康,語りの伝承（鉱脈叢書15）,鉱脈社,昭和62,1987,,,,
"① 外記（げき）どんの話
半平どんのちくらべ",,,宮崎市,高岡町,,米良 功,,,,第11章　第5節　民話,高岡町史編さん委員会 編さん,高岡町史 下巻,高岡町,,1987,,,,
"① 外記（げき）どんの話
そらうそじゃ",,,宮崎市,高岡町,,清水 平太,,,,,,,,,,,,,
"② 清蔵（せいぞ）どんの話
男がちがう",,,宮崎市,高岡町,,清水 平太,,,,第11章　第5節　民話,高岡町史編さん委員会 編さん,高岡町史 下巻,高岡町,,1987,,,,
"② 清蔵（せいぞ）どんの話
たれかぶるかしれん",,,宮崎市,高岡町,,米良 功,,,,,,,,,,,,,
"③ 別府（びゅう）どんの話
けちんぼ",,,宮崎市,高岡町,,清水 平太,,,,第11章　第5節　民話,高岡町史編さん委員会 編さん,高岡町史 下巻,高岡町,,1987,,,,
④ ナナシギ瀬戸の大入道,,,宮崎市,高岡町,,阿万 武夫,,,,第11章　第5節　民話,高岡町史編さん委員会 編さん,高岡町史 下巻,高岡町,,1987,,,,
⑤ 柳元の地名,,,宮崎市,高岡町,,阿万 武夫,,,,第11章　第5節　民話,高岡町史編さん委員会 編さん,高岡町史 下巻,高岡町,,1987,,,,
⑥ 田丸法仙院,,,宮崎市,高岡町,,阿万 武夫,,,,第11章　第5節　民話,高岡町史編さん委員会 編さん,高岡町史 下巻,高岡町,,1987,,,,
⑦ 長者杉尾主水,,,宮崎市,高岡町,,阿万 武夫,,,,第11章　第5節　民話,高岡町史編さん委員会 編さん,高岡町史 下巻,高岡町,,1987,,,,
⑧ 雲の井権九郎,,,宮崎市,高岡町,,阿万 武夫,,,,第11章　第5節　民話,高岡町史編さん委員会 編さん,高岡町史 下巻,高岡町,,1987,,,,
⑨ 乱髪・久津良川力士,,,宮崎市,高岡町,,阿万 武夫,,,,第11章　第5節　民話,高岡町史編さん委員会 編さん,高岡町史 下巻,高岡町,,1987,,,,
⑩ 橋口三兄弟の善行,,,宮崎市,高岡町,,阿万 武夫,,,,第11章　第5節　民話,高岡町史編さん委員会 編さん,高岡町史 下巻,高岡町,,1987,,,,
⑪ 岩右衛門様ん甘酒,,,宮崎市,高岡町,,阿万 武夫,,,,第11章　第5節　民話,高岡町史編さん委員会 編さん,高岡町史 下巻,高岡町,,1987,,,,
⑫ 柚木崎丹後守正家,,,宮崎市,高岡町,,阿万 武夫,,,,第11章　第5節　民話,高岡町史編さん委員会 編さん,高岡町史 下巻,高岡町,,1987,,,,
⑬ ひとて屋（松山さぬえの剛力）,,,宮崎市,高岡町,,阿万 武夫,,,,第11章　第5節　民話,高岡町史編さん委員会 編さん,高岡町史 下巻,高岡町,,1987,,,,
⑭ 地蔵菩薩,,,宮崎市,高岡町,,阿万 武夫,,,,第11章　第5節　民話,高岡町史編さん委員会 編さん,高岡町史 下巻,高岡町,,1987,,,,
⑮ 浜の坂の不動明王,,,宮崎市,高岡町,,阿万 武夫,,,,第11章　第5節　民話,高岡町史編さん委員会 編さん,高岡町史 下巻,高岡町,,1987,,,,
,,昔話,,高鍋町,,,,,,,ふるさとを伝える会,たかなべむかしばなし−民話．伝説．物語．由来−第2集,高鍋町教育委員会,昭和63,1988,,,,
,,,,都城市,,,,,,,瀬戸山計佐儀,日向の国諸県の伝説,三州文化社,昭和63年,1988,,,,
,,,,都城市,,,,,,,瀬戸山計佐儀,日向の国諸県の伝説,三州文化社,昭和63年,1988,,,,
,,,,都城市,,,,,,諸県の伝説　都城の伝説,瀬戸山計佐儀,日向の国諸県の伝説,三州文化社,昭和63年,1988,,,,
,,,,都城市,,,,,,中央の伝説,瀬戸山計佐儀,日向の国諸県の伝説,三州文化社,昭和63年,1988,,,,
,,,,都城市,,,,,,沖水の地名,瀬戸山計佐儀,日向の国諸県の伝説,三州文化社,昭和63年,1988,,,,
,,,,都城市,,,,,,五十市の伝説,瀬戸山計佐儀,日向の国諸県の伝説,三州文化社,昭和63年,1988,,,,
,,,,都城市,,,,,,志和地の伝説,瀬戸山計佐儀,日向の国諸県の伝説,三州文化社,昭和63年,1988,,,,
,,,,都城市,,,,,,庄内の伝説,瀬戸山計佐儀,日向の国諸県の伝説,三州文化社,昭和63年,1988,,,,
,,,,都城市,,,,,,西岳の伝説,瀬戸山計佐儀,日向の国諸県の伝説,三州文化社,昭和63年,1988,,,,
,,,,都城市,,,,,,中郷の伝説,瀬戸山計佐儀,日向の国諸県の伝説,三州文化社,昭和63年,1988,,,,
,,,,都城市,,,,,,北諸県の伝説　三股の伝説,瀬戸山計佐儀,日向の国諸県の伝説,三州文化社,昭和63年,1988,,,,
,,,,都城市,,,,,,山之口の伝説,瀬戸山計佐儀,日向の国諸県の伝説,三州文化社,昭和63年,1988,,,,
,,,,都城市,,,,,,高城の伝説,瀬戸山計佐儀,日向の国諸県の伝説,三州文化社,昭和63年,1988,,,,
,,,,都城市,,,,,,高崎の伝説,瀬戸山計佐儀,日向の国諸県の伝説,三州文化社,昭和63年,1988,,,,
,,,,都城市,,,,,,山田の伝説,瀬戸山計佐儀,日向の国諸県の伝説,三州文化社,昭和63年,1988,,,,
,,,,小林市,,,,,,西諸県の伝説　高原の伝説,瀬戸山計佐儀,日向の国諸県の伝説,三州文化社,昭和63年,1988,,,,
,,,,小林市,,,,,,野尻の伝説,瀬戸山計佐儀,日向の国諸県の伝説,三州文化社,昭和63年,1988,,,,
,,,,小林市,,,,,,須木の伝説,瀬戸山計佐儀,日向の国諸県の伝説,三州文化社,昭和63年,1988,,,,
,,,,小林市,,,,,,小林の伝説,瀬戸山計佐儀,日向の国諸県の伝説,三州文化社,昭和63年,1988,,,,
,,,,えびの市,,,,,,えびのの伝説,瀬戸山計佐儀,日向の国諸県の伝説,三州文化社,昭和63年,1988,,,,
